vertex id,originalDegree,color,orderColored
0,2,2,326
1,2,0,0
2,2,2,327
3,2,0,0
4,2,2,328
5,2,0,0
6,2,2,329
7,2,0,0
8,2,2,330
9,2,0,0
10,2,2,331
11,2,0,0
12,2,2,332
13,2,0,0
14,2,2,333
15,2,0,0
16,2,2,334
17,2,0,0
18,2,2,335
19,2,0,0
20,2,2,336
21,2,0,0
22,2,2,337
23,2,0,0
24,2,2,338
25,2,0,0
26,2,2,339
27,2,0,0
28,2,2,340
29,2,0,0
30,2,2,341
31,2,0,0
32,2,2,342
33,2,0,0
34,2,2,343
35,2,0,0
36,2,2,344
37,2,0,0
38,2,2,345
39,2,0,0
40,2,2,346
41,2,0,0
42,2,2,347
43,2,0,0
44,2,2,348
45,2,0,0
46,2,2,349
47,2,0,0
48,2,2,350
49,2,0,0
50,2,2,351
51,2,0,0
52,2,2,352
53,2,0,0
54,2,2,353
55,2,0,0
56,2,2,354
57,2,0,0
58,2,2,355
59,2,0,0
60,2,2,356
61,2,0,0
62,2,2,357
63,2,0,0
64,2,2,358
65,2,0,0
66,2,2,359
67,2,0,0
68,2,2,360
69,2,0,0
70,2,2,361
71,2,0,0
72,2,2,362
73,2,0,0
74,2,2,363
75,2,0,0
76,2,2,364
77,2,0,0
78,2,2,365
79,2,0,0
80,2,2,366
81,2,0,0
82,2,2,367
83,2,0,0
84,2,2,368
85,2,0,0
86,2,2,369
87,2,0,0
88,2,2,370
89,2,0,0
90,2,2,371
91,2,0,0
92,2,2,372
93,2,0,0
94,2,2,373
95,2,0,0
96,2,2,374
97,2,0,0
98,2,2,375
99,2,0,0
100,2,2,376
101,2,0,0
102,2,2,377
103,2,0,0
104,2,2,378
105,2,0,0
106,2,2,379
107,2,0,0
108,2,2,380
109,2,0,0
110,2,2,381
111,2,0,0
112,2,2,382
113,2,0,0
114,2,2,383
115,2,0,0
116,2,2,384
117,2,0,0
118,2,2,385
119,2,0,0
120,2,2,386
121,2,0,0
122,2,2,387
123,2,0,0
124,2,2,388
125,2,0,0
126,2,2,389
127,2,0,0
128,2,2,390
129,2,0,0
130,2,2,391
131,2,0,0
132,2,2,392
133,2,0,0
134,2,2,393
135,2,0,0
136,2,2,394
137,2,0,0
138,2,2,395
139,2,0,0
140,2,2,396
141,2,0,0
142,2,2,397
143,2,0,0
144,2,2,398
145,2,0,0
146,2,2,399
147,2,0,0
148,2,2,400
149,2,0,0
150,2,2,401
151,2,0,0
152,2,2,402
153,2,0,0
154,2,2,403
155,2,0,0
156,2,2,404
157,2,0,0
158,2,2,405
159,2,0,0
160,2,2,406
161,2,0,0
162,2,2,407
163,2,0,0
164,2,2,408
165,2,0,0
166,2,2,409
167,2,0,0
168,2,2,410
169,2,0,0
170,2,2,411
171,2,0,0
172,2,2,412
173,2,0,0
174,2,2,413
175,2,0,0
176,2,2,414
177,2,0,0
178,2,2,415
179,2,0,0
180,2,2,416
181,2,0,0
182,2,2,417
183,2,0,0
184,2,2,418
185,2,0,0
186,2,2,419
187,2,0,0
188,2,2,420
189,2,0,0
190,2,2,421
191,2,0,0
192,2,2,422
193,2,0,0
194,2,2,423
195,2,0,0
196,2,2,424
197,2,0,0
198,2,2,425
199,2,0,0
200,2,2,426
201,2,0,0
202,2,2,427
203,2,0,0
204,2,2,428
205,2,0,0
206,2,2,429
207,2,0,0
208,2,2,430
209,2,0,0
210,2,2,431
211,2,0,0
212,2,2,432
213,2,0,0
214,2,2,433
215,2,0,0
216,2,2,434
217,2,0,0
218,2,2,435
219,2,0,0
220,2,2,436
221,2,0,0
222,2,2,437
223,2,0,0
224,2,2,438
225,2,0,0
226,2,2,439
227,2,0,0
228,2,2,440
229,2,0,0
230,2,2,441
231,2,0,0
232,2,2,442
233,2,0,0
234,2,2,443
235,2,0,0
236,2,2,444
237,2,0,0
238,2,2,445
239,2,0,0
240,2,2,446
241,2,0,0
242,2,2,447
243,2,0,0
244,2,2,448
245,2,0,0
246,2,2,449
247,2,0,0
248,2,2,450
249,2,0,0
250,2,2,451
251,2,0,0
252,2,2,452
